,0,1,2,3,4,5,6,7,8
0,10.0,0.2266146692534262,0.3636409061523884,0.4887193533084126,0.5578611364517121,0.7112018636348826,0.4504657136244472,0.14292991298888763,0.9841671450475411
1,13.0,0.49130353663918963,0.07497205928340782,0.5721530719379531,0.16804330590329597,0.8640325837231634,0.5147834613618991,0.7545197871285557,0.9032667494161002
2,9.0,0.12979855327802714,0.18352143348236094,0.7183777253720082,0.04955031497931277,0.3094064052962987,0.5533666245598601,0.07823327329459111,0.9075024643659715
3,14.0,0.5348368497979018,0.20670799228446515,0.6603485647111744,0.39434145900186157,0.7444140991651255,0.3624640408706685,0.7660837810432557,0.9627014893961644
4,15.0,0.652971545051997,0.1476459915060139,0.5971581276988943,0.48424938978516174,0.7454872329187551,0.42770184677582096,0.5382142142444927,0.9075934243723982
5,13.0,0.7650604634891409,0.31536620530655285,0.5080194525878926,0.34973768907236724,0.6746357857287022,0.2920151540592854,0.7893534789650949,0.9227359165082215
6,8.0,0.19486162854912295,0.00856223633517701,0.52297368274229,0.13338040474680618,0.22604405548030396,0.6578999436499421,0.3696181676423769,0.8849416584407449
7,9.0,0.25029085782324867,0.39675267104144885,0.75230716639637,0.1169546229159819,0.20391901602140344,0.3433810307450637,0.1815393880094708,0.9434623464341321
8,14.0,0.6166985420536024,0.20052956198148433,0.265412789629785,0.4161085658379051,0.839183779543038,0.6009058371547209,0.7133065677527843,0.9124271071996213
9,7.0,0.1854780078461263,0.243130263347026,0.4049426233992001,0.044390934983958165,0.22967044707305187,0.44225656837349137,0.3964261600281993,0.8859535352176459
10,7.0,0.3653433312381202,0.37493832501872953,0.768821845451528,0.21597620846607402,0.17507349617010892,0.42415094311244383,0.11089821812074241,0.9205360840930944
